userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (318,9.72589768934995e-05) (2858,9.715300984680653e-05) (595,8.675128628965467e-05)* (2762,8.203421748476103e-05)* (356,7.991363963810727e-05) (2396,7.860505866119638e-05) (593,7.622223347425461e-05) (1197,7.588065636809915e-05) (34,7.534218457294628e-05) (364,7.197745435405523e-05) (1198,7.160907989600673e-05) (1196,6.84741316945292e-05) (1210,6.529257370857522e-05) (1259,6.403591396519914e-05) (2081,6.384050357155502e-05) (2078,6.375306111294776e-05) (1265,6.294687045738101e-05) (2080,6.291845056694001e-05) (2716,5.9942623920505866e-05) (110,5.8792084018932655e-05)
227: (2858,0.00022321692085824907) (2683,0.00018642058421391994) (223,0.0001809311070246622) (2599,0.00017874158220365644) (3160,0.00015149636601563543) (2706,0.0001462877553422004) (2908,0.00014389680291060358) (3897,0.00013643621059600264) (2541,0.0001337776193395257) (3005,0.00013176391075830907) (3578,0.00012977581354789436) (3174,0.00012914856779389083) (2571,0.0001226311142090708) (2396,0.0001224448933498934) (3751,0.0001216946475324221) (2355,0.00012073546531610191) (1127,0.00011876215285155922) (2710,0.00011727504897862673) (2395,0.00011334587907185778) (3203,0.00011250269744778052)
228: (589,0.00020745057554449886) (3753,0.00018467653717380017)* (2762,0.00018397014355286956) (110,0.00018071001977659762) (2571,0.00017790003039408475) (3160,0.00016677629901096225) (3897,0.00015714208711870015) (2959,0.0001570883468957618) (2997,0.0001524785766378045) (593,0.00014768879918847233) (3624,0.00014216585259418935) (1580,0.00014149084745440632) (2028,0.00013773897080682218) (2706,0.00013583054533228278) (260,0.00012876297114416957) (3623,0.00011856481432914734) (2683,0.00011680773604894057) (1617,0.00011673024710034952) (223,0.00011336521129123867) (3863,0.00011130492930533364)
229: (2762,8.094170334516093e-05) (2997,7.620512042194605e-05) (3578,6.73273389111273e-05) (593,6.134899012977257e-05)* (296,6.035252954461612e-05)* (110,5.9032281569670886e-05) (3408,5.4344895033864304e-05) (223,5.265606887405738e-05) (2599,5.242633051238954e-05) (1213,5.227842120802961e-05) (3753,5.215229248278774e-05) (2706,5.157923078513704e-05) (3793,4.830641046282835e-05) (589,4.826972872251645e-05) (608,4.654285294236615e-05) (2908,4.64504373667296e-05)* (2683,4.59634538856335e-05) (2396,4.437603274709545e-05) (3147,4.3766838643932715e-05)* (480,4.2626994400052354e-05)
230: (2858,0.00015731804887764156) (1196,0.00014057796215638518) (1210,0.00012700843217317015) (593,0.00012517045252025127) (318,0.00011045986320823431) (858,0.00011023795377695933) (480,0.00010333526006434113)* (2396,8.880154928192496e-05) (1240,8.830019214656204e-05) (1197,8.557899855077267e-05) (2997,7.879803160903975e-05) (1221,7.675233791815117e-05) (1259,7.437762542394921e-05) (296,7.060548523440957e-05)* (3753,6.896955164847896e-05) (1617,6.742533150827512e-05) (3114,6.55945623293519e-05) (2791,6.54433315503411e-05) (924,6.51880181976594e-05) (2628,6.242040399229154e-05)
231: (1210,0.00022923054348211735)* (1240,0.00018711667507886887)* (2571,0.00017865229165181518)* (2858,0.00017512011982034892) (858,0.00013897799362894148)* (2028,0.00013471512647811323) (2762,0.00011890337191289291) (593,0.00011831725714728236) (110,0.00011768389958888292) (1387,0.00010545247641857713) (2791,0.00010514367750147358) (527,9.605572267901152e-05) (2396,9.583095379639417e-05) (1580,9.559393220115453e-05)* (2804,9.328912710770965e-05) (1968,9.265252447221428e-05) (2628,9.008298366097733e-05) (2997,8.938938844949007e-05) (2355,8.858054206939414e-05) (1304,8.789521234575659e-05)
232: (2997,0.000104508813819848)* (1265,7.800007733749226e-05)* (1197,7.763344183331355e-05) (1136,7.011415436863899e-05) (608,6.901955930516124e-05) (2762,6.725912680849433e-05) (3897,6.566577940247953e-05) (1259,6.43914463580586e-05) (223,6.257668428588659e-05) (296,6.24964595772326e-05) (589,6.158556789159775e-05) (260,6.118603778304532e-05) (593,6.060709711164236e-05) (2571,6.047949136700481e-05) (1617,5.855612107552588e-05) (1210,5.829699875903316e-05) (3160,5.8262114180251956e-05) (1230,5.712976781069301e-05) (908,5.678065645042807e-05) (1193,5.6735665566520765e-05)
233: (260,0.00012456146941985935) (1196,0.0001091036174329929) (1198,0.00010831021791091189) (1097,8.940565021475777e-05) (1,8.580589928897098e-05) (480,8.57774939504452e-05) (593,8.557047112844884e-05) (110,8.430848538409919e-05) (527,8.109155896818265e-05) (356,8.051020267885178e-05)* (588,7.702833681832999e-05)* (899,7.6611278927885e-05) (912,7.199459651019424e-05) (2396,7.17449001967907e-05)* (2078,7.170671597123146e-05) (920,7.156530045904219e-05) (2762,7.107237615855411e-05) (1197,6.779198156436905e-05) (3114,6.71521556796506e-05) (457,6.648755515925586e-05)
234: (593,9.6770869276952e-05) (1193,8.637031714897603e-05) (1221,8.556278044125065e-05) (1225,8.485509169986472e-05) (1213,8.246780635090545e-05)* (608,7.747704512439668e-05) (1704,7.692474173381925e-05) (2028,7.632198685314506e-05) (296,7.006475061643869e-05) (260,6.622770888498053e-05) (36,6.437613046728075e-05) (150,6.032449164194986e-05) (3006,5.430968667496927e-05) (1208,5.353453889256343e-05) (2501,5.3194216889096424e-05) (1961,5.144047099747695e-05) (590,4.94905179948546e-05) (3418,4.941757651977241e-05) (1953,4.867047755396925e-05) (1302,4.791791798197664e-05)
235: (2858,8.825982513371855e-05)* (1230,7.923413068056107e-05)* (541,6.950463284738362e-05)* (924,6.939256127225235e-05)* (2997,6.47930646664463e-05)* (1252,6.431053770938888e-05)* (1197,6.36657714494504e-05)* (111,6.332938937703148e-05) (1617,6.212604057509452e-05)* (923,5.9255857195239514e-05)* (2396,5.891073669772595e-05) (296,5.823644096381031e-05)* (1247,5.803892418043688e-05)* (1267,5.623735341941938e-05)* (1148,5.5018856073729694e-05) (593,5.469664392876439e-05) (1294,5.160297223483212e-05) (1206,5.1245260692667216e-05) (1079,5.089876503916457e-05)* (1276,4.8520338168600574e-05)
236: (2858,0.00019273576617706567) (2028,0.00018493758398108184) (858,0.00017474187188781798) (593,0.00016901246272027493) (1240,0.000165135832503438) (527,0.0001552675967104733) (110,0.00015072288806550205) (1270,0.00013775967818219215) (2762,0.00013385720376390964) (480,0.00013221152767073363) (1200,0.00012314057676121593)* (1097,0.00012088492076145485) (1221,0.00011746975360438228) (296,0.00011122298747068271) (1617,0.00010541754454607144) (2997,0.00010210616892436519) (1213,0.0001020526178763248) (919,0.00010030648263636976) (1136,9.706792479846627e-05) (356,9.610460983822122e-05)
237: (1210,0.00010886822565225884) (2028,0.00010276807006448507) (110,9.856133692665026e-05) (2858,9.696254710434005e-05) (1197,9.317239164374769e-05)* (2396,8.993796654976904e-05) (527,8.795771282166243e-05) (318,8.75096011441201e-05)* (1196,8.460153912892565e-05) (3114,8.265006181318313e-05) (2571,8.198127034120262e-05) (1610,7.253221701830626e-05) (1270,7.044630910968408e-05)* (1580,6.745315477019176e-05)* (2355,6.575191218871623e-05)* (589,6.512570689665154e-05) (1704,6.502366886707023e-05) (1097,6.434359966078773e-05) (590,6.325423601083457e-05)* (34,6.224656681297347e-05)*
238: (1225,6.118096644058824e-05) (527,5.0135098717873916e-05) (318,5.002934631193057e-05) (1193,4.0219147194875404e-05) (1231,3.802763967541978e-05) (912,3.6873672797810286e-05) (1293,3.5863235098076984e-05) (923,3.5557914088713005e-05)* (593,3.3978703868342564e-05) (919,3.381607893970795e-05) (1213,3.216011100448668e-05) (1208,3.1641095119994134e-05)* (1952,3.142172863590531e-05)* (1704,3.0519724532496184e-05) (1228,3.0325787520268932e-05) (2020,2.996223520312924e-05) (1674,2.9604099836433306e-05) (1957,2.9577187888207845e-05) (904,2.9422715670079924e-05) (111,2.825498813763261e-05)
239: (2858,0.0001484199456172064)* (260,0.00014650057710241526)* (593,0.00012908127973787487) (858,0.00011624862963799387) (608,0.00011516348604345694) (1198,0.00011066230217693374) (296,0.00010671582276700065) (2571,9.770552424015477e-05) (1193,9.383670840179548e-05) (1240,8.436637290287763e-05) (589,8.349581912625581e-05) (1617,8.235895802499726e-05) (1270,8.084638102445751e-05) (2762,7.836572331143543e-05) (1221,7.74696163716726e-05) (912,7.716453546890989e-05) (1265,7.62997951824218e-05) (541,7.524720422225073e-05) (1704,7.507690315833315e-05) (50,7.33355336706154e-05)
240: (1196,0.00016702053835615516)* (589,0.00015663633530493826) (2571,0.00015386514132842422) (1210,0.00014281520270742476)* (1240,0.00012831004278268665) (2028,0.00012240440992172807) (1198,0.00011609290959313512) (593,0.000112135436211247) (2858,0.00010442655184306204) (1580,8.781432552495971e-05) (527,8.660785533720627e-05) (1197,8.558171248296276e-05) (457,8.480649557895958e-05) (2916,8.15831299405545e-05) (318,7.985559204826131e-05) (924,7.957095658639446e-05) (1387,7.75953012635e-05) (1221,7.533682946814224e-05) (2628,7.276022370206192e-05) (3471,7.267648470588028e-05)
241: (260,0.0002191922249039635) (589,0.00019122585945297033)* (1196,0.0001900185743579641) (1210,0.00013226880400907248) (2916,0.00011380972136976197) (1199,0.00010794870468089357) (1198,9.455052349949256e-05) (480,9.414703526999801e-05) (2288,9.381940617458895e-05)* (2529,9.203656372847036e-05) (1580,9.034966205945238e-05) (3527,9.034042886923999e-05) (1253,8.751954737817869e-05) (1584,8.147859625751153e-05) (1374,8.097028330666944e-05) (1653,7.985964475665241e-05) (858,7.853513670852408e-05) (2662,7.648297469131649e-05) (1356,7.598334923386574e-05) (2628,7.494552119169384e-05)
242: (2571,0.00011615103721851483)* (260,0.00011374429595889524) (2858,0.00010442858911119401)* (1196,0.0001039739727275446) (589,9.92528730421327e-05) (1210,9.332125046057627e-05) (1580,8.161016012309119e-05) (593,7.835912401787937e-05) (318,7.533879397669807e-05) (480,7.473705773008987e-05) (1270,7.311913941521198e-05) (110,6.90896122250706e-05) (527,6.664256943622604e-05) (296,6.643544475082308e-05) (2997,6.406527245417237e-05) (1,6.310125172603875e-05) (2762,6.182549259392545e-05) (2628,6.114812276791781e-05) (1198,5.8726687711896375e-05) (541,5.8572350098984316e-05)
243: (2396,0.0002479292743373662) (2997,0.0001938456844072789) (2918,0.00018350663594901562) (318,0.00018291085143573582) (593,0.0001819579629227519) (296,0.0001816914591472596) (260,0.0001808046508813277) (858,0.000178561094799079) (1198,0.0001725059119053185) (2716,0.0001706878247205168)* (608,0.000167720892932266) (527,0.00016489074914716184) (2599,0.00015917813288979232) (356,0.0001562856778036803) (2804,0.00015304631961043924) (3114,0.00015210594574455172) (34,0.00014993785589467734) (1210,0.00014702958287671208) (2762,0.00014341175847221166) (1196,0.0001430119009455666)
244: (1196,0.0001290927320951596) (2028,0.00011658174480544403) (593,0.00011200166773051023) (1198,0.00011087513121310622) (2762,0.00010971487790811807) (527,0.0001078185232472606) (2571,0.00010548079444561154) (318,0.00010349048534408212) (110,0.00010292335355188698) (589,9.810813935473561e-05)* (1,9.371315536554903e-05) (3114,8.685621287440881e-05) (858,8.576802792958915e-05)* (2997,7.691427890677005e-05) (1580,7.599678792757913e-05) (457,7.569797162432224e-05) (608,7.552973693236709e-05) (1259,7.239127444336191e-05) (34,7.090440340107307e-05) (2355,6.95770067977719e-05)
245: (1198,0.00011126186291221529)* (1240,9.757353109307587e-05) (1304,9.186007810058072e-05) (1210,9.004164894577116e-05) (912,8.957519457908347e-05)* (541,8.099923434201628e-05)* (1387,8.044108835747465e-05) (924,7.721912697888911e-05)* (969,7.714288221905008e-05) (608,7.174502388807014e-05) (1270,6.748623854946345e-05) (1617,6.480840966105461e-05) (1136,6.308949377853423e-05)* (1036,6.30849099252373e-05) (1250,6.090512761147693e-05)* (589,6.0371272411430255e-05) (1294,6.0021218814654276e-05) (1233,5.966883327346295e-05)* (3471,5.958660403848626e-05) (1953,5.916786176385358e-05)
246: (2858,0.00017107813619077206) (260,0.00017074556672014296) (1197,0.00012792641064152122) (2396,0.00012602850620169193) (1196,0.00012151696864748374) (1265,0.00011993161751888692) (3421,0.0001157829537987709) (588,0.00011504913709359244) (1097,0.00011000687663909048) (1278,0.00010896653839154169) (1136,0.00010710893548093736) (3671,0.00010482408833922818) (2762,0.0001014837107504718) (1210,0.00010100741928908974) (318,9.951661195373163e-05) (1784,9.924164623953402e-05) (2918,9.850437345448881e-05)* (356,9.689792204881087e-05) (2804,9.265793778467923e-05) (1580,9.232141746906564e-05)
247: (593,0.00017063922132365406) (608,0.0001469174021622166) (1213,0.0001319252623943612) (858,0.00011591028305701911) (2028,0.00011512015771586448) (1704,0.00011127725156256929) (1225,0.00011109862680314109) (1090,9.932014654623345e-05) (1193,9.842847066465765e-05) (1247,9.615244925953448e-05) (1617,9.398237307323143e-05) (1358,8.900120883481577e-05) (1221,8.662568870931864e-05) (1198,8.477961819153279e-05) (36,8.403330866713077e-05) (3006,8.202539174817502e-05)* (1961,8.19424822111614e-05) (1,8.153973612934351e-05) (457,8.099061233224347e-05) (1233,8.015310595510527e-05)
248: (1196,0.00017394486349076033)* (589,0.00016528627020306885) (1198,0.00015783857088536024)* (1214,0.00011884618288604543) (1387,0.00011762071517296135) (110,0.00010773062967928126)* (480,0.00010677800310077146)* (1200,0.00010510122956475243) (1291,9.373567445436493e-05) (2916,9.328275336883962e-05) (2028,9.214766032528132e-05) (1610,9.145688818534836e-05) (858,8.160581637639552e-05) (3527,7.437773456331342e-05) (1127,7.370059029199183e-05) (3578,7.256834942381829e-05) (2947,7.229374023154378e-05) (1954,7.027637911960483e-05) (2628,7.010737317614257e-05) (3793,6.823293369961902e-05)
249: (2858,0.0001343417097814381) (2028,0.00012866999895777553) (1198,0.00012461593723855913) (2571,0.00012317008804529905) (2762,0.00011587275366764516) (110,0.00010985887638526037) (589,0.0001016070309560746)* (593,9.566528024151921e-05) (480,9.035666880663484e-05) (527,8.568013436160982e-05) (2000,8.274368155980483e-05) (1,8.223376789828762e-05) (1610,8.152110240189359e-05) (2355,8.122489816742018e-05) (1291,7.924374949652702e-05) (858,7.649206963833421e-05) (3114,7.585286948597059e-05) (1265,7.442893547704443e-05) (2918,7.324345642700791e-05)* (3578,7.230115443235263e-05)
250: (260,9.6899428172037e-05) (1196,9.182799840345979e-05) (1210,8.663778135087341e-05) (1200,8.1006990512833e-05) (1240,7.568651926703751e-05) (3555,6.223177479114383e-05) (1036,6.06020912528038e-05) (110,6.030165604897775e-05) (3527,5.926237645326182e-05) (2000,5.780538049293682e-05) (2028,5.555094685405493e-05) (1193,5.36357365490403e-05) (593,5.316005626809783e-05) (1356,5.1395556511124596e-05) (1291,5.12060614710208e-05) (3785,4.9783782742451876e-05) (3753,4.8708385293139145e-05) (3578,4.8275549488607794e-05) (1198,4.81264760310296e-05) (1220,4.77237299492117e-05)
251: (260,0.00016791197413112968) (2571,0.0001394933497067541) (1210,0.00013576775381807238) (1196,0.00013264502922538668) (480,0.0001209185502375476) (2028,0.00011407855345169082)* (1198,0.00011286397057119757) (1240,0.00010540467337705195) (593,8.509245526511222e-05) (1214,8.244995842687786e-05) (1036,8.064180292421952e-05) (1197,7.994872430572286e-05) (2916,7.838179590180516e-05) (2858,7.464277587132528e-05) (1200,7.37156078685075e-05) (1097,7.070131687214598e-05) (2628,7.004169310675934e-05) (3753,6.611998105654493e-05) (356,6.558379391208291e-05) (527,6.486735946964473e-05)
252: (2571,0.00013851972471456975)* (110,9.365001460537314e-05) (260,9.268152643926442e-05) (457,8.69610084919259e-05) (1210,8.643754699733108e-05) (1196,8.632053504697978e-05) (480,8.36402177810669e-05) (1580,7.9959056165535e-05) (2916,7.184210699051619e-05) (3793,6.980853504501283e-05)* (1240,6.790934276068583e-05) (3578,6.568380922544748e-05)* (2628,6.252664752537385e-05) (2762,6.0591268265852705e-05) (1610,5.715309453080408e-05) (593,5.605090700555593e-05) (1036,5.486271038535051e-05) (1214,5.46001574548427e-05) (2959,5.444147245725617e-05) (1200,5.3222185670165345e-05)
253: (318,9.718429646454751e-05) (2858,9.401312127010897e-05) (1213,9.103255433728918e-05) (527,8.225812780437991e-05) (858,7.152652688091621e-05) (1193,6.986199878156185e-05) (50,6.352829950628802e-05) (3160,5.902185876038857e-05) (36,5.65737827855628e-05) (3176,5.5401829740731046e-05) (1221,5.4654894483974203e-05) (1704,5.3312738600652665e-05) (1230,5.196005804464221e-05) (2324,5.1044691645074636e-05) (3481,5.07827935507521e-05) (1094,4.8780722863739356e-05) (2291,4.7224843001458794e-05) (265,4.659521800931543e-05) (1225,4.5730692363576964e-05) (923,4.5622360630659387e-05)
254: (260,0.0001645091106183827) (589,0.00015069292567204684) (2571,0.00012655172031372786) (1200,0.00012451555812731385) (2288,0.00012265473196748644)* (1240,0.000110507411591243) (1387,0.00010288478370057419)* (541,9.728684381116182e-05) (1196,8.996756514534354e-05) (1982,8.824036922305822e-05) (968,8.562485163565725e-05) (1997,8.257220906671137e-05)* (3702,7.592795009259135e-05) (1258,7.407870725728571e-05) (1278,7.294949318747967e-05) (1617,7.143011316657066e-05) (2644,7.080239447532222e-05) (750,6.857592234155163e-05) (1347,6.8401794123929e-05) (1261,6.753642082912847e-05)
255: (1196,0.0001932981685968116)* (1198,0.00014062643458601087)* (593,0.00011832184827653691)* (2628,0.00011099234689027071) (2858,0.00010699163976823911) (1610,0.00010615179053274915) (1036,9.833085641730577e-05)* (1197,9.738544758874923e-05) (858,9.283945109928027e-05) (1356,8.659480954520404e-05) (1291,8.581834845244884e-05) (3527,8.381457155337557e-05)* (1127,8.128206536639482e-05)* (1387,7.445013034157455e-05) (296,6.621384818572551e-05) (1374,6.62129677948542e-05)* (1573,6.615001620957628e-05) (2000,6.456075061578304e-05) (1617,6.433129601646215e-05) (3175,6.356692756526172e-05)*
256: (260,0.00019417406292632222) (589,0.00016385088383685797)* (1240,0.00015050283400341868)* (457,0.00012561283074319363) (1214,0.00012545452045742422) (1036,0.00011508198804222047) (1200,0.00010486955579835922) (480,0.00010410953109385446) (2916,0.00010037222091341391) (593,9.817756654229015e-05) (1610,9.581170888850465e-05) (1221,9.447884076507762e-05)* (1387,8.593147504143417e-05) (2858,8.275901927845553e-05) (527,8.262560731964186e-05) (1197,8.187079947674647e-05) (1270,8.114720549201593e-05) (1291,8.085896115517244e-05) (1580,7.776738493703306e-05) (3527,7.707002077950165e-05)
257: (589,0.00021416478557512164)* (260,0.00020830085850320756) (1210,0.00019096267351415008) (318,0.00016865666839294136) (1196,0.00015896890545263886) (1580,0.0001495512406108901) (1610,0.00014731159899383783) (1198,0.0001400604087393731) (1617,0.0001376970176352188) (2628,0.00013165782729629427)* (3578,0.00012961351603735238) (1704,0.0001270102511625737) (1,0.00012151117698522285) (50,0.00012117689766455442) (1721,0.00011918904056074098) (3793,0.00011863542749779299) (296,0.00011647599603747949) (2916,0.00011588256165850908) (1197,0.00011567834735615179) (780,0.00011369830463081598)
