userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (2858,14.890045166015625) (2396,14.315960884094238) (593,13.95844841003418) (318,13.902490615844727) (858,13.371723175048828) (1196,13.35035514831543) (1193,13.177972793579102)* (1198,13.17405891418457) (912,13.164117813110352) (1197,12.978717803955078) (2762,12.956230163574219)* (1225,12.740355491638184) (1265,12.728422164916992) (34,12.527816772460938) (356,12.313689231872559) (1617,12.16653060913086) (1259,12.082703590393066) (1307,12.074316024780273) (1210,12.057555198669434) (2997,11.875787734985352)
1846: (608,18.51317596435547) (858,18.1341495513916) (593,17.522743225097656) (1193,17.07731819152832) (260,16.174781799316406) (1196,16.050779342651367)* (1221,15.834013938903809) (912,15.779745101928711) (50,15.633096694946289) (1225,15.480363845825195) (2028,15.275627136230469) (2997,15.250566482543945) (1136,15.096412658691406) (1197,15.062114715576172) (1230,15.014999389648438) (111,14.957983016967773) (908,14.831145286560059) (1259,14.773330688476562) (1252,14.553165435791016) (2396,14.495193481445312)
1847: (608,15.143484115600586)* (2997,14.397629737854004) (1230,13.434215545654297) (527,13.213788986206055)* (1193,13.207783699035645) (2599,12.897453308105469) (1617,12.826610565185547)* (1213,12.644632339477539) (593,12.538016319274902) (2396,12.260749816894531) (111,12.130836486816406) (2324,11.927228927612305) (1247,11.910676002502441) (912,11.894514083862305) (923,11.877986907958984) (1225,11.829233169555664) (50,11.588785171508789) (858,11.510652542114258) (908,11.37214183807373) (246,11.36792278289795)
1848: (608,12.767417907714844) (2997,12.213754653930664) (593,11.936738014221191) (527,11.707134246826172) (318,11.667167663574219) (296,11.583325386047363) (2396,11.346546173095703) (1193,11.055072784423828) (858,10.884124755859375) (50,10.61690616607666) (1213,10.45035171508789) (2762,10.444459915161133) (2599,10.335697174072266) (912,10.075014114379883) (1230,9.966838836669922) (1225,9.845766067504883) (2028,9.734495162963867) (34,9.669675827026367) (2324,9.642951965332031) (1265,9.588102340698242)
1849: (260,11.994104385375977) (480,11.946268081665039) (1210,11.880167007446289) (1196,11.505428314208984) (1240,11.290327072143555) (1198,11.089546203613281) (2916,10.78414249420166) (457,10.623351097106934)* (1200,10.240060806274414) (1214,10.23483943939209) (1036,10.224311828613281) (1610,10.129796981811523) (1291,9.761863708496094) (780,9.651603698730469) (733,9.255661964416504) (1374,9.193746566772461) (3527,9.014070510864258) (1356,8.992514610290527) (1270,8.891246795654297) (2000,8.718437194824219)
1850: (1580,12.020583152770996)* (1198,12.01688003540039) (1240,11.367734909057617) (2628,11.128135681152344) (1197,11.05804443359375) (1291,10.490255355834961) (1374,10.381807327270508) (1214,10.32752799987793) (2762,10.28274154663086) (2028,10.252352714538574) (1200,10.187522888183594)* (457,10.003751754760742) (780,9.995325088500977) (356,9.958479881286621) (2716,9.946676254272461) (1356,9.896284103393555) (1036,9.790468215942383) (1127,9.645269393920898) (3175,9.616454124450684) (2858,9.443923950195312)
1851: (593,17.572904586791992) (858,16.598119735717773)* (1198,15.67068099975586)* (50,15.611444473266602) (1193,15.298761367797852) (1197,14.83327865600586) (1213,14.738431930541992) (589,14.391887664794922) (2396,14.390971183776855) (110,14.1131591796875)* (1259,13.984399795532227) (1136,13.882402420043945) (1270,13.69719123840332) (912,13.622968673706055) (1265,13.422999382019043) (1225,13.301572799682617) (750,12.927907943725586) (111,12.873921394348145) (1097,12.814599990844727) (1,12.796090126037598)
1852: (1210,12.405001640319824) (1240,12.312684059143066) (1198,11.391913414001465) (480,11.1438570022583) (541,10.790938377380371) (1374,10.610088348388672) (1580,10.53845500946045) (2916,10.502738952636719) (1270,9.882718086242676) (110,9.755544662475586) (1036,9.682259559631348) (2628,9.58272933959961) (1291,9.561419486999512) (1197,9.468108177185059) (1356,9.390469551086426) (3527,9.374414443969727) (924,9.359651565551758)* (2028,9.070205688476562) (1387,9.013219833374023) (1527,8.990812301635742)
1853: (2858,22.238771438598633)* (608,20.252235412597656) (2396,19.608177185058594)* (593,19.271282196044922) (2997,19.06815528869629)* (318,19.02643585205078) (527,19.011274337768555) (858,18.80857276916504) (1193,18.51308822631836) (1197,18.27471160888672)* (296,18.217304229736328) (1617,18.058101654052734) (1136,17.814767837524414) (1230,17.62359619140625) (912,17.564430236816406) (1225,17.558433532714844) (260,17.236364364624023) (1196,17.20998191833496) (2762,17.086233139038086) (1198,16.984268188476562)
1854: (527,14.748817443847656)* (2762,14.657281875610352) (2997,14.60175609588623) (296,14.394857406616211) (2396,14.25096321105957)* (1193,13.112375259399414) (1265,12.604331016540527) (1197,12.55633544921875) (1198,12.386018753051758)* (2599,12.290374755859375) (1259,12.034509658813477) (1704,11.901987075805664) (1,11.795909881591797) (34,11.640016555786133) (356,11.58588695526123) (1225,11.566368103027344) (110,11.557638168334961) (2324,11.515993118286133) (1270,11.281612396240234) (2959,11.249134063720703)
1855: (589,14.27066421508789) (2571,14.158748626708984) (1198,12.852922439575195) (2028,12.85015869140625)* (1240,12.230361938476562) (1036,11.468730926513672) (2916,11.438732147216797) (1610,11.304681777954102) (1214,11.043968200683594) (1200,11.036540985107422) (1291,10.96035385131836) (2762,10.793062210083008) (1197,10.722633361816406) (2628,10.638545036315918) (1270,10.590761184692383) (858,10.293545722961426) (780,10.200284957885742) (2000,10.0897855758667) (50,10.015810012817383) (318,9.840775489807129)*
1856: (589,19.308149337768555)* (1198,16.898130416870117) (2916,16.495285034179688)* (2628,15.577836036682129) (1356,15.484932899475098) (1036,15.138338088989258) (1291,14.950207710266113) (110,13.981405258178711) (1127,13.93828010559082) (1387,13.894411087036133) (2288,13.356956481933594) (1610,13.303457260131836) (2985,13.246234893798828) (2000,13.136966705322266) (457,13.090190887451172) (1215,12.783530235290527) (1197,12.772085189819336) (329,12.701200485229492)* (1275,12.344503402709961) (2640,12.100187301635742)*
1857: (260,15.010181427001953) (1196,14.296981811523438) (1210,14.001532554626465) (1270,12.589532852172852) (1240,12.363401412963867) (2028,11.942148208618164) (2858,11.862434387207031) (1214,11.681629180908203) (593,11.668076515197754) (1200,11.206449508666992) (858,11.183789253234863) (1291,11.09073257446289) (457,10.860610961914062) (541,10.821014404296875) (2716,10.817266464233398) (1036,10.686925888061523) (1374,10.649931907653809) (1136,10.649113655090332) (356,10.647506713867188) (527,10.63175106048584)
1858: (260,15.458009719848633)* (1210,14.70669937133789) (1270,13.425142288208008) (589,13.413564682006836) (1197,13.233052253723145)* (1240,12.68154239654541) (1097,12.579169273376465) (2028,12.142375946044922) (1214,11.831794738769531) (593,11.800224304199219)* (356,11.695581436157227) (1200,11.381714820861816) (2628,11.32961654663086) (1036,11.180828094482422) (858,11.176231384277344) (457,11.151995658874512) (1374,11.14034652709961) (2396,11.069652557373047) (1265,10.94131851196289) (1259,10.916519165039062)
1859: (260,16.923654556274414)* (858,16.78854751586914) (1198,15.926017761230469) (608,15.79937744140625) (593,15.675543785095215)* (1193,15.122846603393555) (527,14.922111511230469) (1221,14.647947311401367) (2028,14.518439292907715) (1197,14.253494262695312) (318,14.169816970825195) (296,13.934614181518555) (1240,13.914316177368164) (1136,13.84620475769043)* (1270,13.755585670471191) (1225,13.626302719116211) (589,13.60643196105957) (919,13.529518127441406) (908,13.47093391418457) (2571,13.413595199584961)
1860: (1240,18.998977661132812)* (2571,18.68659019470215)* (1270,17.521461486816406)* (1200,17.267776489257812) (480,17.15601921081543)* (1387,16.400890350341797) (1193,15.857473373413086) (2858,15.693206787109375) (1136,15.587724685668945) (318,15.530921936035156) (1259,15.416610717773438) (1374,15.265861511230469) (750,15.246685028076172)* (2762,15.044063568115234)* (2000,14.986534118652344) (50,14.943584442138672) (3471,14.448617935180664)* (1,14.229360580444336)* (2791,14.19312858581543) (1222,14.141189575195312)
1861: (260,23.808576583862305)* (527,22.563322067260742) (1193,22.50282859802246) (2858,22.010440826416016) (912,21.981796264648438) (2028,21.262664794921875)* (1225,20.906949996948242) (919,20.813282012939453) (1136,20.052309036254883) (908,19.706031799316406)* (1247,19.53410530090332) (1230,19.457366943359375) (1240,19.232757568359375)* (50,19.02499008178711)* (2762,19.01814079284668)* (1265,18.967845916748047) (924,18.918685913085938) (1214,18.86583137512207) (904,18.70176887512207) (111,18.678279876708984)
1862: (2997,13.26170539855957)* (2762,11.96395492553711) (318,11.900854110717773) (2599,11.864316940307617) (608,11.845475196838379) (527,11.600837707519531) (593,11.330413818359375) (1265,11.230971336364746) (34,10.839118003845215) (296,10.6656494140625) (1617,10.630311965942383) (2324,10.528353691101074) (1193,10.351759910583496) (1,10.228212356567383) (3114,10.167152404785156) (1230,10.07698917388916) (912,9.787123680114746) (1704,9.758453369140625) (50,9.741743087768555) (2336,9.726341247558594)
1863: (608,20.710037231445312) (1252,19.158321380615234)* (908,19.04287338256836)* (1247,18.992115020751953) (593,18.230037689208984)* (1207,17.9967041015625) (318,17.484745025634766) (1213,16.883394241333008)* (2396,16.740272521972656) (1136,16.27756118774414)* (903,16.127307891845703)* (1208,16.099836349487305)* (2289,15.831521987915039) (1267,15.823147773742676) (913,15.741490364074707) (1394,15.706075668334961) (1288,15.49433422088623) (34,15.433029174804688) (260,15.40942096710205) (1094,15.343361854553223)
1864: (2858,8.245915412902832) (2997,7.5202131271362305) (608,7.347341537475586) (1230,6.890271186828613) (2599,6.768102645874023) (1617,6.55932092666626) (2289,6.364721298217773) (296,6.338832855224609) (1193,6.278646469116211) (2396,6.273018836975098) (3897,6.241011142730713) (3481,6.192245960235596) (1252,6.190195083618164) (908,6.1155476570129395) (527,6.067474842071533) (912,5.945523738861084) (923,5.926511764526367) (593,5.920409679412842) (111,5.890295028686523) (318,5.88571834564209)
1865: (318,20.29602813720703) (608,20.123525619506836) (2599,19.176006317138672) (593,18.928260803222656)* (296,18.421062469482422) (2324,17.96527862548828) (1265,17.74854278564453) (1617,17.59616470336914)* (34,17.261856079101562) (1193,17.065099716186523) (1213,16.72005844116211) (2908,16.538707733154297) (1230,16.529420852661133) (1094,16.153356552124023) (1225,16.028400421142578) (3897,15.968679428100586) (1641,15.757244110107422)* (3176,15.745336532592773) (3481,15.58020305633545) (36,15.44028091430664)
1866: (2762,17.169689178466797)* (2028,16.548351287841797) (2396,15.701408386230469) (296,15.555486679077148) (1265,15.28774642944336) (1617,15.044766426086426) (50,14.98200798034668) (1,14.859729766845703)* (1270,14.793943405151367)* (858,14.62540054321289) (1259,14.105188369750977) (2716,13.910480499267578)* (480,13.72219467163086) (1213,13.714221954345703) (3578,13.558002471923828) (1193,13.386186599731445) (1136,13.365106582641602) (3114,13.255305290222168)* (2791,13.211589813232422)* (2918,13.174448013305664)*
1867: (2858,16.85192108154297) (593,14.319971084594727) (2997,14.314350128173828) (2396,13.966989517211914) (318,13.946493148803711) (1617,13.704840660095215) (296,13.539934158325195) (858,13.532045364379883) (1193,13.425254821777344) (2762,12.970537185668945) (912,12.724435806274414) (50,12.678647994995117) (1213,12.361802101135254) (1230,12.308858871459961) (1225,12.18001937866211) (2599,12.164018630981445) (1265,12.093384742736816) (2028,11.940109252929688) (1197,11.870853424072266) (908,11.849607467651367)
1868: (858,14.290898323059082) (1252,13.048982620239258) (919,12.90931510925293)* (908,12.906850814819336) (750,12.799670219421387) (1193,12.758750915527344) (1196,12.695606231689453) (1304,12.625276565551758)* (1221,12.519084930419922) (1230,12.270514488220215) (924,12.216654777526855) (1247,12.210021018981934) (1225,12.063815116882324) (1204,11.99620246887207)* (923,11.981681823730469) (1250,11.976061820983887) (541,11.766517639160156) (1207,11.725955963134766) (1214,11.483566284179688) (913,11.453695297241211)*
1869: (608,19.07252311706543) (1193,19.012348175048828)* (912,18.814472198486328) (858,18.639751434326172) (527,17.827774047851562) (1247,17.4371280670166) (908,17.153759002685547) (593,17.0391845703125) (1252,16.980342864990234) (923,16.941699981689453) (111,16.668670654296875)* (318,16.645132064819336) (1617,16.514554977416992) (919,16.120742797851562) (1221,16.033401489257812) (296,15.941448211669922) (2396,15.880735397338867) (1213,15.571220397949219) (750,15.32966423034668) (1244,15.00466537475586)
1870: (1198,18.033241271972656) (589,17.061616897583008) (1240,16.316640853881836)* (2028,16.039600372314453) (1197,15.814178466796875)* (457,15.248138427734375) (1291,15.182613372802734)* (858,14.78535270690918) (2000,14.759891510009766)* (1214,14.736488342285156) (593,14.730165481567383)* (1097,14.597392082214355) (1610,14.505840301513672)* (1200,14.443604469299316) (2916,14.043581008911133) (2762,13.903918266296387) (1,13.829951286315918) (2628,13.707972526550293) (1374,13.67312240600586) (1259,13.490413665771484)
1871: (260,19.01123809814453)* (1210,16.72223663330078) (589,15.785280227661133) (1214,15.629117965698242) (593,15.613593101501465) (2571,15.500656127929688) (608,15.194107055664062) (1136,14.889130592346191) (1200,14.73162841796875) (1193,14.605398178100586) (1097,14.502256393432617) (527,14.465707778930664) (110,14.315037727355957) (1259,14.263683319091797) (1617,14.209537506103516) (912,14.02288818359375) (919,13.988815307617188) (924,13.928352355957031) (750,13.890504837036133) (318,13.877767562866211)
1872: (2858,16.06928062438965) (858,15.984014511108398) (1193,15.196102142333984) (527,15.019115447998047) (912,14.754692077636719) (296,14.525449752807617) (318,14.31982421875) (1230,13.860347747802734) (1221,13.8529634475708) (1252,13.824041366577148) (50,13.72787094116211) (1213,13.642229080200195) (1225,13.535423278808594) (260,13.519392013549805) (111,13.50452709197998) (2997,13.502941131591797) (923,13.26800537109375) (1196,13.253917694091797) (1247,13.228377342224121) (2028,13.04586410522461)
1873: (1210,16.306493759155273) (260,16.114778518676758) (1196,15.790092468261719) (593,14.443646430969238) (1610,14.099637031555176)* (1197,13.89559555053711) (2858,13.637927055358887) (2628,13.492136001586914) (2916,13.463010787963867) (780,13.109179496765137) (1,12.932611465454102) (527,12.925366401672363) (1097,12.548652648925781) (1200,12.427570343017578) (858,12.387451171875) (1214,12.292187690734863) (1265,12.256502151489258) (2716,12.19036865234375) (349,12.082061767578125) (50,11.996696472167969)*
1874: (527,17.68259048461914) (912,17.301410675048828) (1617,17.086387634277344) (260,16.87966537475586)* (318,16.74502944946289) (296,16.64948272705078)* (1196,16.589250564575195) (908,16.022260665893555) (1213,15.923049926757812) (1230,15.875814437866211) (1252,15.840757369995117)* (2028,15.730829238891602) (750,15.468459129333496) (923,15.331876754760742) (919,15.249670028686523) (1136,15.189947128295898) (904,15.100313186645508) (1208,14.880094528198242) (1197,14.798896789550781) (541,14.690831184387207)
1875: (858,21.830175399780273) (593,20.475263595581055) (527,20.323490142822266) (608,20.23638343811035) (1193,20.165185928344727) (1225,19.28992462158203) (318,19.252084732055664) (2028,19.03089714050293) (1136,19.00436782836914) (1221,18.646656036376953) (1259,18.547611236572266) (908,18.404102325439453)* (1304,18.37360382080078)* (1,18.188194274902344)* (2762,17.990291595458984) (750,17.959735870361328)* (356,17.78968048095703) (904,17.567245483398438) (2804,17.51886749267578) (34,17.349843978881836)
1876: (2762,11.125029563903809) (593,10.028369903564453) (318,9.791242599487305) (2396,9.526815414428711) (608,9.309919357299805) (296,9.308538436889648) (527,9.18950080871582) (2571,9.019356727600098) (2706,8.924652099609375) (2959,8.908981323242188) (50,8.889900207519531) (3578,8.804229736328125) (110,8.770813941955566) (356,8.711089134216309) (1617,8.676024436950684) (1196,8.675722122192383)* (1197,8.636768341064453) (1265,8.560428619384766) (1210,8.483596801757812) (1,8.451247215270996)
